Country,Maker/Brand,Type,Group_Segment,Segment,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Region,Total
Japan,Toyota,Mini Cars,Passenger,Passenger A,23148,18812,21208,22158,25184,24076,17892,17653,15116,10354,Asia,195601
Japan,Toyota,Cars,Passenger,Passenger A,0,0,0,0,0,0,0,520,1106,425,Asia,2051
Japan,Toyota,Cars,Passenger,Passenger A,0,0,0,0,0,679,1670,1415,2020,1451,Asia,7235
Japan,Toyota,Cars,Passenger,Passenger A,2342,801,143,0,0,0,0,0,0,0,Asia,3286
Japan,Toyota,Cars,Passenger,Passenger B,286270,265426,197156,146129,137626,110647,71465,77266,68951,78927,Asia,1439863
Japan,Toyota,Cars,Passenger,Passenger B,6910,9995,3836,0,0,0,0,0,0,0,Asia,20741
Japan,Toyota,Cars,Passenger,Passenger B,0,0,0,0,7406,10132,4782,5464,4998,8210,Asia,40992
Japan,Toyota,Cars,Passenger,Passenger B,50873,44044,68276,52875,47960,43992,30560,31217,31455,15030,Asia,416282
Japan,Toyota,Cars,Passenger,Passenger B,0,0,22307,151868,160722,165373,118616,130106,111335,85288,Asia,945615
Japan,Toyota,Cars,Passenger,Passenger B,114441,92828,82948,108307,95928,93393,5813,0,0,0,Asia,593658
Japan,Toyota,Cars,Passenger,Passenger B,0,0,0,0,0,0,140340,123074,103149,97310,Asia,463873
Japan,Toyota,Cars,Passenger,Passenger B,3577,2291,1116,0,0,0,0,0,0,0,Asia,6984
Japan,Toyota,Cars,Passenger,Passenger B,5736,576,206,0,0,0,0,0,0,0,Asia,6518
Japan,Toyota,Cars,Passenger,Passenger C,31423,22854,19589,17690,12078,9020,6927,7881,27091,28647,Asia,183200
Japan,Toyota,Cars,Passenger,Passenger C,48433,65108,75245,71300,26759,0,0,0,0,0,Asia,286845
Japan,Toyota,Cars,Passenger,Passenger C,114903,115846,83202,80964,130241,349326,284380,241740,228777,268416,Asia,1897795
Japan,Toyota,Cars,Passenger,Passenger C,21478,15025,0,0,0,0,0,0,0,0,Asia,36503
Japan,Toyota,Cars,Passenger,Passenger C,370932,274811,434097,298241,211689,245120,145513,107222,76632,171020,Asia,2335277
Japan,Toyota,Cars,Passenger,Passenger D,9298,7754,11812,6829,6243,5218,3273,1031,0,0,Asia,51458
Japan,Toyota,Cars,Passenger,Passenger D,13253,10789,7017,83279,109941,109709,82148,82305,86667,104646,Asia,689754
Japan,Toyota,Cars,Passenger,Passenger D,12780,11147,14379,12466,11411,7903,5653,1411,0,0,Asia,77150
Japan,Toyota,Cars,Passenger,Passenger E,52123,51211,47169,38165,52252,33882,24022,21868,20168,96099,Asia,436959
Japan,Toyota,Cars,Passenger,Passenger E,2,715,2196,3097,2386,3242,477,6874,4004,3991,Asia,26984
Japan,Toyota,Cars,Passenger,Passenger E,10155,8774,7764,8055,3813,5585,0,0,0,0,Asia,44146
Japan,Toyota,Cars,Passenger,Passenger E,15207,8297,4609,1895,133,0,0,0,0,0,Asia,30141
Japan,Toyota,Cars,Passenger,Passenger E,170,164,94,9,434,350,208,98,164,129,Asia,1820
Japan,Toyota,Cars,SUV,SUV-B,0,0,0,0,0,20100,127447,86742,82662,68717,Asia,385668
Japan,Toyota,Cars,SUV,SUV-B,4406,3763,598,0,0,0,0,0,0,0,Asia,8767
Japan,Toyota,Cars,SUV,SUV-C,0,0,8483,129683,122569,104215,79000,44892,26914,12434,Asia,528190
Japan,Toyota,Cars,SUV,SUV-C,0,0,0,0,0,0,0,25300,90691,124361,Asia,240352
Japan,Toyota,Cars,SUV,SUV-C,29015,17621,9511,9789,6981,7411,4187,5810,7642,0,Asia,97967
Japan,Toyota,Cars,SUV,SUV-C,0,0,0,0,0,0,37006,114408,99460,110868,Asia,361742
Japan,Toyota,Cars,SUV,SUV-D,85750,103398,132997,148055,151307,143148,126094,149452,124843,140340,Asia,1305384
Japan,Toyota,Cars,SUV,SUV-D,66006,59023,42408,62291,45782,37566,102573,132807,69581,111485,Asia,729522
Japan,Toyota,Cars,SUV,SUV-D,172107,150454,123237,123872,130423,124541,97741,114997,124973,112532,Asia,1274877
Japan,Toyota,Cars,SUV,SUV-D,290197,304905,377075,429808,412234,470470,379883,344517,308427,372828,Asia,3690344
Japan,Toyota,Cars,SUV,SUV-D,0,0,0,0,0,0,0,0,17037,47506,Asia,64543
Japan,Toyota,Cars,SUV,SUV-E,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Toyota,Cars,SUV,SUV-E,204292,165301,136286,119692,121855,124003,104760,100573,106215,147269,Asia,1330246
Japan,Toyota,Cars,MPV,MPV,71460,112715,102524,104352,130082,135737,143278,129836,99991,107743,Asia,1137718
Japan,Toyota,Cars,MPV,MPV,33142,25317,25975,18599,16048,12332,0,0,0,0,Asia,131413
Japan,Toyota,Cars,MPV,MPV,9510,4605,3599,2265,157,0,0,0,0,0,Asia,20136
Japan,Toyota,Cars,MPV,MPV,64619,52979,36603,16950,11346,8805,5577,0,0,0,Asia,196879
Japan,Toyota,Cars,MPV,MPV,30332,20327,7266,0,0,0,0,0,0,0,Asia,57925
Japan,Toyota,Cars,MPV,MPV,17651,64643,126815,99406,95434,112265,72261,57453,79738,124990,Asia,850656
Japan,Toyota,Cars,MPV,MPV,197166,215654,192256,199408,185920,189823,145985,122730,141466,194066,Asia,1784474
Japan,Toyota,Cars,MPV,MPV,19135,14250,12697,9530,0,0,0,0,0,0,Asia,55612
Japan,Toyota,Cars,Unclassified,Unclassified,0,0,0,3114,0,0,0,0,0,0,Asia,3114
Japan,Toyota,Light Trucks,Passenger,Passenger C,32678,35528,31304,29372,0,0,0,0,0,0,Asia,128882
Japan,Toyota,Light Trucks,Passenger,Passenger C,17023,20133,20159,20199,0,0,0,0,0,0,Asia,77514
Japan,Toyota,Light Trucks,Unclassified,Unclassified,16123,14750,9522,12046,0,0,0,0,0,0,Asia,52441
Japan,Toyota,Light Trucks,Unclassified,Unclassified,97937,80637,73163,60695,0,0,0,0,0,0,Asia,312432
Japan,Toyota,Light Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Toyota,Trucks,SUV,SUV-E,79233,91512,81680,95389,0,0,0,0,0,0,Asia,347814
Japan,Toyota,Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Toyota,Buses,Unclassified,Unclassified,16386,21640,15230,15287,0,0,0,0,0,0,Asia,68543
Japan,Toyota,Buses,Unclassified,Unclassified,92240,96895,87913,86968,0,0,0,0,0,0,Asia,364016
Japan,Toyota,Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Daihatsu,Mini Cars,Passenger,Passenger A,6833,4877,4247,4903,6008,4844,4373,5406,0,0,Asia,41491
Japan,Daihatsu,Mini Cars,Passenger,Passenger A,0,0,0,0,0,0,0,0,32695,26932,Asia,59627
Japan,Daihatsu,Mini Cars,Passenger,Passenger A,0,37253,63123,45156,43421,42590,16627,16514,15478,7575,Asia,287737
Japan,Daihatsu,Mini Cars,Passenger,Passenger A,6878,7312,5442,2901,3101,3667,2469,2725,2915,2849,Asia,40259
Japan,Daihatsu,Mini Cars,Passenger,Passenger A,12422,10609,9095,7839,1118,0,0,0,0,0,Asia,41083
Japan,Daihatsu,Mini Cars,Passenger,Passenger A,33448,19361,10712,7456,1837,0,0,0,0,0,Asia,72814
Japan,Daihatsu,Mini Cars,Passenger,Passenger A,0,0,0,0,24097,18139,9904,7850,8255,7966,Asia,76211
Japan,Daihatsu,Mini Cars,Passenger,Passenger A,98237,70079,57330,94332,90474,68569,62451,53930,59155,52272,Asia,706829
Japan,Daihatsu,Mini Cars,Passenger,Passenger A,129106,117379,99635,140908,134522,119995,97915,88768,94364,105421,Asia,1128013
Japan,Daihatsu,Mini Cars,Passenger,Passenger A,234485,159109,153289,138811,135190,174936,131046,112796,99628,118980,Asia,1458270
Japan,Daihatsu,Mini Cars,Passenger,Passenger A,1675,0,0,0,0,0,0,0,0,0,Asia,1675
Japan,Daihatsu,Mini Cars,Passenger,Passenger A,20870,49641,33266,29534,27852,22346,16632,13420,7965,0,Asia,221526
Japan,Daihatsu,Mini Cars,SUV,SUV-A,0,0,0,0,0,0,47993,59166,57253,0,Asia,164412
Japan,Daihatsu,Cars,Passenger,Passenger B,1569,2036,6429,5684,8889,9072,5138,3976,3950,0,Asia,46743
Japan,Daihatsu,Cars,Passenger,Passenger B,0,0,2303,21495,25309,26093,19573,15020,11393,7166,Asia,128352
Japan,Daihatsu,Cars,SUV,SUV-B,0,0,0,0,0,9107,30785,23616,22019,21272,Asia,106799
Japan,Daihatsu,Cars,SUV,SUV-B,7039,6277,358,0,0,0,0,0,0,0,Asia,13674
Japan,Daihatsu,Cars,MPV,MPV,285,243,139,100,76,43,37,13,0,0,Asia,936
Japan,Daihatsu,Mini Trucks,Passenger,Passenger A,177765,152383,156017,166548,0,0,0,0,0,0,Asia,652713
Japan,Daihatsu,Mini Trucks,Passenger,Passenger A,9499,7395,6327,4194,0,0,0,0,0,0,Asia,27415
Japan,Daihatsu,Mini Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Lexus,Cars,Passenger,Passenger C,54385,38815,29292,23423,25023,13633,11814,4636,1758,0,Asia,202779
Japan,Lexus,Cars,Passenger,Passenger D,87753,74151,51346,49030,41980,26732,21964,37060,36152,34671,Asia,460839
Japan,Lexus,Cars,Passenger,Passenger D,8322,23385,15096,8911,8409,8077,5590,4156,3829,3513,Asia,89288
Japan,Lexus,Cars,Passenger,Passenger E,139249,111755,80501,92312,92461,140244,148122,138086,138740,148869,Asia,1230339
Japan,Lexus,Cars,Passenger,Passenger E,35988,28413,24991,16287,12902,5051,2157,0,0,0,Asia,125789
Japan,Lexus,Cars,Passenger,Passenger E,2862,2292,1453,834,100,0,0,0,0,0,Asia,7541
Japan,Lexus,Cars,Passenger,Passenger E,0,0,0,8045,3872,2198,2640,1715,3367,4176,Asia,26013
Japan,Lexus,Cars,Passenger,Passenger E,16960,12511,8261,13071,29930,12981,11861,13474,10302,6342,Asia,135693
Japan,Lexus,Cars,SUV,SUV-C,0,0,0,0,14540,87117,65462,71857,47879,63390,Asia,350245
Japan,Lexus,Cars,SUV,SUV-D,36867,162509,141503,148225,172411,166517,143318,130352,90963,155219,Asia,1347884
Japan,Lexus,Cars,SUV,SUV-D,0,0,0,0,0,0,0,0,0,24670,Asia,24670
Japan,Lexus,Cars,SUV,SUV-E,23290,27967,30471,31056,29320,27376,31809,33786,31847,33293,Asia,300215
Japan,Lexus,Cars,SUV,SUV-E,22365,21881,35140,32665,31753,28467,21931,16714,17684,30072,Asia,258672
Japan,Lexus,Cars,SUV,SUV-E,61325,37665,83298,81348,114682,97981,108641,103837,89030,108875,Asia,886682
Japan,Lexus,Cars,MPV,MPV,0,0,0,0,0,0,6144,6148,4815,7474,Asia,24581
Japan,Hino,Light Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Hino,Trucks,Unclassified,Unclassified,60337,54433,63393,68722,0,0,0,0,0,0,Asia,246885
Japan,Hino,Trucks,Unclassified,Unclassified,31399,28131,29400,31450,0,0,0,0,0,0,Asia,120380
Japan,Hino,Trucks,Unclassified,Unclassified,27119,25402,20145,24487,0,0,0,0,0,0,Asia,97153
Japan,Hino,Trucks,Unclassified,Unclassified,3599,3283,3030,3752,0,0,0,0,0,0,Asia,13664
Japan,Hino,Trucks,Unclassified,Unclassified,6586,5971,5075,5460,0,0,0,0,0,0,Asia,23092
Japan,Hino,Trucks,Unclassified,Unclassified,24291,21624,14500,12186,0,0,0,0,0,0,Asia,72601
Japan,Hino,Trucks,Unclassified,Unclassified,3887,3987,4500,4725,0,0,0,0,0,0,Asia,17099
Japan,Hino,Buses,Unclassified,Unclassified,5274,6819,5957,5150,0,0,0,0,0,0,Asia,23200
Japan,Scion,Cars,Passenger,Passenger A,2100,341,0,0,0,0,0,0,0,0,Asia,2441
Japan,Scion,Cars,Passenger,Passenger C,19128,17039,5504,0,0,0,0,0,0,0,Asia,41671
Japan,Nissan,Mini Cars,Passenger,Passenger A,3467,3328,3449,3924,4290,4426,3832,3233,3929,3734,Asia,37612
Japan,Nissan,Mini Cars,Passenger,Passenger A,175071,146747,97538,145940,144987,161656,74911,56926,47949,44892,Asia,1096617
Japan,Nissan,Mini Cars,Passenger,Passenger A,0,0,0,0,0,0,78615,80938,82695,78231,Asia,320479
Japan,Nissan,Mini Cars,Passenger,Passenger A,0,0,0,0,0,0,0,0,27484,37627,Asia,65111
Japan,Nissan,Cars,Passenger,Passenger B,17786,10542,10429,8933,6543,2705,0,0,0,0,Asia,56938
Japan,Nissan,Cars,Passenger,Passenger B,111073,98110,105247,138240,142738,122298,64958,87392,120892,106429,Asia,1097377
Japan,Nissan,Cars,Passenger,Passenger C,5548,4619,4515,2853,2017,1711,1463,0,0,0,Asia,22726
Japan,Nissan,Cars,Passenger,Passenger C,15469,8834,14829,18170,28222,17670,12029,10861,12903,10135,Asia,149122
Japan,Nissan,Cars,Passenger,Passenger C,4922,3981,3448,2647,1018,0,0,0,0,0,Asia,16016
Japan,Nissan,Cars,Passenger,Passenger D,9635,10736,7997,6832,5124,4854,915,833,2542,5700,Asia,55168
Japan,Nissan,Cars,Passenger,Passenger D,12833,6070,4096,3151,2325,4121,3832,2909,2067,5068,Asia,46472
Japan,Nissan,Cars,Passenger,Passenger D,6905,5941,4910,3539,2571,2400,0,0,0,0,Asia,26266
Japan,Nissan,Cars,Passenger,Passenger E,2495,0,0,0,0,0,0,0,0,0,Asia,2495
Japan,Nissan,Cars,Passenger,Passenger E,7458,10390,6889,6494,4320,1428,905,613,498,0,Asia,38995
Japan,Nissan,Cars,Passenger,Passenger E,2994,2350,3318,2686,1724,1764,1069,1185,973,1475,Asia,19538
Japan,Nissan,Cars,Passenger,Passenger E,455,267,293,275,225,170,87,79,80,0,Asia,1931
Japan,Nissan,Cars,SUV,SUV-B,52400,48486,36908,13668,7223,3169,0,0,0,0,Asia,161854
Japan,Nissan,Cars,SUV,SUV-C,0,0,0,0,0,0,0,1026,19965,44015,Asia,65006
Japan,Nissan,Cars,SUV,SUV-D,37027,1206,0,0,0,0,0,0,0,0,Asia,38233
Japan,Nissan,Cars,SUV,SUV-D,49556,55211,65556,84791,92362,68927,37346,43654,61376,68455,Asia,627234
Japan,Nissan,Cars,SUV,SUV-D,65981,57244,101416,195388,174856,167091,130127,133475,98586,125100,Asia,1249264
Japan,Nissan,Cars,SUV,SUV-D,131661,194099,221592,208892,153123,140517,66894,59724,87594,153207,Asia,1417303
Japan,Nissan,Cars,MPV,MPV,16738,24664,16329,12745,7779,6115,4078,3850,2360,2071,Asia,96729
Japan,Nissan,Cars,MPV,MPV,81528,62319,81571,83921,104068,95631,67746,58763,61991,87582,Asia,785120
Japan,Nissan,Mini Trucks,Passenger,Passenger A,20851,25554,24765,32383,0,0,0,0,0,0,Asia,103553
Japan,Nissan,Mini Trucks,Unclassified,Unclassified,9142,9104,9411,8245,0,0,0,0,0,0,Asia,35902
Japan,Nissan,Light Trucks,Passenger,Passenger C,27422,23473,0,0,0,0,0,0,0,0,Asia,50895
Japan,Nissan,Light Trucks,Unclassified,Unclassified,7350,5615,7655,7184,0,0,0,0,0,0,Asia,27804
Japan,Nissan,Light Trucks,Unclassified,Unclassified,0,0,24176,20211,0,0,0,0,0,0,Asia,44387
Japan,Nissan,Light Trucks,Unclassified,Unclassified,13306,10678,9585,9741,0,0,0,0,0,0,Asia,43310
Japan,Nissan,Light Trucks,Unclassified,Unclassified,42410,41891,46836,52553,0,0,0,0,0,0,Asia,183690
Japan,Nissan,Light Trucks,Unclassified,Unclassified,6048,6500,0,0,0,0,0,0,0,0,Asia,12548
Japan,Nissan,Light Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Nissan,Trucks,Pickup Truck,Pickup Truck,10481,21356,13295,0,0,0,0,0,0,0,Asia,45132
Japan,Nissan,Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Nissan,Buses,Unclassified,Unclassified,2798,2485,2115,1814,0,0,0,0,0,0,Asia,9212
Japan,Nissan,Buses,Unclassified,Unclassified,12890,11591,11382,6964,0,0,0,0,0,0,Asia,42827
Japan,Nissan,Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Infiniti,Cars,Passenger,Passenger D,52345,65140,55641,49701,35829,28759,14666,11590,5052,5131,Asia,323854
Japan,Infiniti,Cars,Passenger,Passenger D,16313,3774,13171,9825,8886,6178,2783,2954,2051,0,Asia,65935
Japan,Infiniti,Cars,Passenger,Passenger E,9330,9011,8089,9838,8440,2134,444,0,0,0,Asia,47286
Japan,Infiniti,Cars,SUV,SUV-D,13868,13165,24640,16604,213,0,0,0,0,0,Asia,68490
Japan,Infiniti,Cars,SUV,SUV-E,11864,12154,12302,8435,1422,786,0,0,0,0,Asia,46963
Japan,Infiniti,Cars,SUV,SUV-E,17603,21393,18995,21021,26928,20915,16410,10932,16042,13084,Asia,183323
Japan,Honda,Mini Cars,Passenger,Passenger A,1801,0,0,0,0,0,0,0,0,0,Asia,1801
Japan,Honda,Mini Cars,Passenger,Passenger A,212759,152122,165426,214973,235749,252050,193556,191154,207707,230674,Asia,2056170
Japan,Honda,Mini Cars,Passenger,Passenger A,33380,20980,17003,13595,15648,15673,6798,20411,19013,21753,Asia,184254
Japan,Honda,Mini Cars,Passenger,Passenger A,0,20201,7445,5494,5947,5662,0,0,0,0,Asia,44749
Japan,Honda,Mini Cars,Passenger,Passenger A,168529,70609,81091,76509,58306,26410,83383,36236,42772,41293,Asia,685138
Japan,Honda,Mini Cars,Passenger,Passenger A,0,9930,10399,3566,3256,2751,2765,4680,1739,0,Asia,39086
Japan,Honda,Mini Cars,Passenger,Passenger A,7682,5456,3878,4875,992,0,0,0,0,0,Asia,22883
Japan,Honda,Cars,Passenger,Passenger B,211112,150128,207877,142246,129898,103664,160213,69022,81814,74899,Asia,1330873
Japan,Honda,Cars,Passenger,Passenger B,0,0,0,0,0,0,7392,4534,1451,632,Asia,14009
Japan,Honda,Cars,Passenger,Passenger C,4579,4502,1721,0,0,0,0,0,0,0,Asia,10802
Japan,Honda,Cars,Passenger,Passenger C,0,0,0,2385,58185,7020,875,16559,19361,33635,Asia,138020
Japan,Honda,Cars,Passenger,Passenger C,12705,21175,10226,9041,6839,6197,2960,0,0,0,Asia,69143
Japan,Honda,Cars,Passenger,Passenger C,2525,0,0,0,2170,7573,3226,2698,2071,0,Asia,20263
Japan,Honda,Cars,Passenger,Passenger C,0,39967,43978,25261,29146,32005,14637,13343,11984,0,Asia,210321
Japan,Honda,Cars,Passenger,Passenger D,10248,3852,25575,16507,1924,1042,0,0,0,0,Asia,59148
Japan,Honda,Cars,Passenger,Passenger D,0,0,0,8359,21611,9136,5923,742,0,0,Asia,45771
Japan,Honda,Cars,Passenger,Passenger D,0,0,210,0,0,0,0,0,0,0,Asia,210
Japan,Honda,Cars,Passenger,Passenger E,2551,4986,2752,2260,2371,1391,764,397,0,0,Asia,17472
Japan,Honda,Cars,SUV,SUV-C,106566,65114,76438,65750,75837,84356,40914,61741,86657,99025,Asia,762398
Japan,Honda,Cars,SUV,SUV-C,0,0,0,0,0,0,0,0,0,34382,Asia,34382
Japan,Honda,Cars,SUV,SUV-D,2744,869,413,0,39814,59866,26795,16628,22223,5541,Asia,174893
Japan,Honda,Cars,MPV,MPV,63180,36050,52496,110088,83632,90046,77635,67074,75249,83518,Asia,738968
Japan,Honda,Cars,MPV,MPV,5,18061,2236,1515,4456,3024,895,0,0,0,Asia,30192
Japan,Honda,Cars,MPV,MPV,34352,24672,39997,28514,22571,21574,15033,31160,0,0,Asia,217873
Japan,Honda,Cars,MPV,MPV,47260,54816,50923,55861,50724,52176,33408,45352,36049,48693,Asia,475262
Japan,Honda,Cars,MPV,MPV,784,0,0,0,0,0,0,0,0,0,Asia,784
Japan,Honda,Mini Trucks,Passenger,Passenger A,33481,23315,18117,28049,0,0,0,0,0,0,Asia,102962
Japan,Honda,Mini Trucks,Passenger,Passenger A,2165,1507,1079,1633,0,0,0,0,0,0,Asia,6384
Japan,Honda,Mini Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Acura,Cars,Passenger,Passenger D,474,0,0,0,0,0,0,0,0,0,Asia,474
Japan,Fiat (-2020),Cars,Passenger,Passenger C,0,0,20277,18216,4049,968,1822,0,0,0,Asia,45332
Japan,Peugeot/Citroen (-2020),Mini Cars,Passenger,Passenger A,1151,3496,4035,2169,3169,2278,945,0,0,0,Asia,17243
Japan,Peugeot/Citroen (-2020),Cars,SUV,SUV-C,20049,18841,12600,2473,0,0,0,0,0,0,Asia,53963
Japan,Suzuki,Mini Cars,Passenger,Passenger A,89125,92909,71923,70953,51538,47928,43750,41831,45407,41240,Asia,596604
Japan,Suzuki,Mini Cars,Passenger,Passenger A,38548,51902,31326,29146,27490,24690,24307,22880,29821,26846,Asia,306956
Japan,Suzuki,Mini Cars,Passenger,Passenger A,55871,26822,0,0,0,0,0,0,0,0,Asia,82693
Japan,Suzuki,Mini Cars,Passenger,Passenger A,108406,82763,74433,108807,153611,163967,143736,133234,134342,138741,Asia,1242040
Japan,Suzuki,Mini Cars,Passenger,Passenger A,180385,116018,65058,125783,109093,79174,53100,74441,50826,39260,Asia,893138
Japan,Suzuki,Mini Cars,Passenger,Passenger A,0,0,0,0,0,0,0,22568,44448,39841,Asia,106857
Japan,Suzuki,Mini Cars,SUV,SUV-A,100255,99866,85404,69500,63253,49425,84674,90855,82216,68894,Asia,794342
Japan,Suzuki,Mini Cars,SUV,SUV-A,14320,13306,13334,15193,17706,35457,33140,37807,42664,41737,Asia,264664
Japan,Suzuki,Cars,Passenger,Passenger B,41778,49092,56759,59264,50605,48142,41761,51405,51829,45844,Asia,496479
Japan,Suzuki,Cars,Passenger,Passenger B,67829,68099,43091,115977,127249,115804,116194,81969,113239,126096,Asia,975547
Japan,Suzuki,Cars,Passenger,Passenger C,7893,0,0,0,0,0,0,0,0,0,Asia,7893
Japan,Suzuki,Cars,Passenger,Passenger D,719,796,0,0,0,0,0,0,0,0,Asia,1515
Japan,Suzuki,Cars,SUV,SUV-A,28136,26854,27316,31548,21589,32973,46069,38553,60123,56404,Asia,369565
Japan,Suzuki,Cars,SUV,SUV-B,0,0,54830,73158,52844,47521,54906,40860,39006,61929,Asia,425054
Japan,Suzuki,Cars,SUV,SUV-B,0,0,0,3500,31027,25146,16401,11856,14145,13294,Asia,115369
Japan,Suzuki,Cars,SUV,SUV-C,0,0,0,0,0,0,2996,4281,2832,2820,Asia,12929
Japan,Suzuki,Cars,SUV,SUV-C,40358,30023,14246,11269,13618,0,0,0,0,0,Asia,109514
Japan,Suzuki,Mini Trucks,Passenger,Passenger A,13233,11380,8696,9765,0,0,0,0,0,0,Asia,43074
Japan,Suzuki,Mini Trucks,Passenger,Passenger A,68858,78767,81025,80741,0,0,0,0,0,0,Asia,309391
Japan,Suzuki,Mini Trucks,Unclassified,Unclassified,98765,58870,59964,62018,0,0,0,0,0,0,Asia,279617
Japan,Suzuki,Mini Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Suzuki,Light Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Mitsubishi Fuso (2004-21),Light Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Mitsubishi Fuso (2004-21),Trucks,Unclassified,Unclassified,26676,29184,32520,39262,0,0,0,0,0,0,Asia,127642
Japan,Mitsubishi Fuso (2004-21),Trucks,Unclassified,Unclassified,36010,34762,20374,22533,0,0,0,0,0,0,Asia,113679
Japan,Mitsubishi Fuso (2004-21),Trucks,Unclassified,Unclassified,3089,3196,2145,2612,0,0,0,0,0,0,Asia,11042
Japan,Mitsubishi Fuso (2004-21),Trucks,Unclassified,Unclassified,10776,9468,6500,7385,0,0,0,0,0,0,Asia,34129
Japan,Mitsubishi Fuso (2004-21),Trucks,Unclassified,Unclassified,13190,12563,8039,9082,0,0,0,0,0,0,Asia,42874
Japan,Mitsubishi Fuso (2004-21),Trucks,Unclassified,Unclassified,5917,5990,5267,7297,0,0,0,0,0,0,Asia,24471
Japan,Mitsubishi Fuso (2004-21),Buses,Unclassified,Unclassified,7575,8970,8038,4657,0,0,0,0,0,0,Asia,29240
Japan,Mitsubishi Fuso (2022-),Light Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Mitsubishi Fuso (2022-),Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Mitsubishi Fuso (2022-),Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Mazda,Mini Cars,Passenger,Passenger A,0,9736,6077,6327,5537,5677,4498,3497,4143,3910,Asia,49402
Japan,Mazda,Mini Cars,Passenger,Passenger A,14932,8480,6310,6768,14420,13214,11934,10277,7829,10101,Asia,104265
Japan,Mazda,Mini Cars,SUV,SUV-A,11320,7957,5093,4016,3893,3054,5617,5361,5109,5141,Asia,56561
Japan,Mazda,Cars,Passenger,Passenger A,0,0,750,9558,9563,6387,5791,4902,3679,2821,Asia,43451
Japan,Mazda,Cars,Passenger,Passenger B,102644,73418,56000,52143,54425,46606,30182,30183,42514,43675,Asia,531790
Japan,Mazda,Cars,Passenger,Passenger B,2078,930,0,0,0,0,0,0,0,0,Asia,3008
Japan,Mazda,Cars,Passenger,Passenger C,260544,194653,196241,156584,131982,167835,108968,95482,73373,92125,Asia,1477787
Japan,Mazda,Cars,Passenger,Passenger C,12225,31933,39829,39004,27390,26214,21780,23738,26078,24359,Asia,272550
Japan,Mazda,Cars,Passenger,Passenger D,137436,141062,125577,85266,91963,81436,41364,38669,30377,25477,Asia,798627
Japan,Mazda,Cars,SUV,SUV-B,123,126193,113661,137110,132507,92543,59540,47655,15675,0,Asia,725007
Japan,Mazda,Cars,SUV,SUV-C,0,0,0,0,0,58007,74448,68992,57817,77767,Asia,337031
Japan,Mazda,Cars,SUV,SUV-C,295152,294824,301208,363735,396650,385171,301874,306063,338967,349673,Asia,3333317
Japan,Mazda,Cars,SUV,SUV-C,0,0,0,0,0,0,16094,16395,12106,15227,Asia,59822
Japan,Mazda,Cars,SUV,SUV-D,0,0,0,0,0,0,0,0,33567,58785,Asia,92352
Japan,Mazda,Cars,SUV,SUV-D,0,0,0,4406,34140,24672,18824,22253,20167,23855,Asia,148317
Japan,Mazda,Cars,SUV,SUV-D,36576,32009,43773,49207,58778,62208,49352,55904,59217,22364,Asia,469388
Japan,Mazda,Cars,SUV,SUV-D,0,0,0,0,0,0,0,0,23,60478,Asia,60501
Japan,Mazda,Cars,MPV,MPV,8897,4675,4143,4296,0,0,0,0,0,0,Asia,22011
Japan,Mazda,Cars,MPV,MPV,907,612,215,0,0,0,0,0,0,0,Asia,1734
Japan,Mazda,Cars,MPV,MPV,41387,20044,10855,10802,0,0,0,0,0,0,Asia,83088
Japan,Mazda,Mini Trucks,Passenger,Passenger A,10990,10101,9304,10492,0,0,0,0,0,0,Asia,40887
Japan,Mazda,Light Trucks,Unclassified,Unclassified,9750,9776,9866,10416,0,0,0,0,0,0,Asia,39808
Japan,Mazda,Light Trucks,Unclassified,Unclassified,2500,2496,2493,1723,0,0,0,0,0,0,Asia,9212
Japan,Mazda,Light Trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
Japan,Mitsubishi,Mini Cars,Passenger,Passenger A,1139,1457,714,1005,779,729,527,459,496,497,Asia,7802
