Country,Maker/Brand,Type,Group_Segment,Segment,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Region,Total
China,Mercedes-Benz (-2021),SUV,SUV,SUV-D,0,0,0,0,0,7668,62856,50071,0,0,Asia,120595
China,Mercedes-Benz (-2021),SUV,SUV,SUV-D,0,7068,92193,114712,112254,148937,154929,143708,0,0,Asia,773801
China,Mercedes-Benz (-2021),SUV,SUV,SUV-D,56646,55889,0,0,0,0,0,0,0,0,Asia,112535
China,Mercedes-Benz (-2021),MPV,MPV,MPV,0,0,6541,12977,16977,15945,16034,21040,0,0,Asia,89514
China,Mercedes-Benz (-2021),MPV,MPV,MPV,3863,2427,0,0,0,0,0,0,0,0,Asia,6290
China,Mercedes-Benz (-2021),MPV,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
China,Mercedes-Benz (-2021),MPV,Unclassified,Unclassified,6861,5260,1685,8530,11412,11473,13901,16726,0,0,Asia,75848
China,Denza (-2021),Sedan/Hatchback,Passenger,Passenger C,181,3155,3349,3427,4076,0,0,0,0,0,Asia,14188
China,Denza (-2021),SUV,SUV,SUV-D,0,0,0,0,0,0,4282,4858,0,0,Asia,9140
China,BMW,Sedan/Hatchback,Passenger,Passenger C,0,0,0,37581,42414,44995,37322,36904,22919,13372,Asia,235507
China,BMW,Sedan/Hatchback,Passenger,Passenger C,0,55,15337,16078,9408,1713,0,0,0,61,Asia,42652
China,BMW,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,58183,0,0,0,0,Asia,58183
China,BMW,Sedan/Hatchback,Passenger,Passenger D,97300,96291,98014,123455,144898,41573,156560,178984,138104,145251,Asia,1220430
China,BMW,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,0,0,20516,51897,Asia,72413
China,BMW,Sedan/Hatchback,Passenger,Passenger E,143391,142767,143722,127080,142845,165336,158052,182394,163436,137686,Asia,1506709
China,BMW,Sedan/Hatchback,Unclassified,Unclassified,312,0,0,0,0,0,0,0,0,0,Asia,312
China,BMW,SUV,SUV,SUV-C,46777,48605,48431,91952,102827,94368,92434,96501,80291,78078,Asia,780264
China,BMW,SUV,SUV,SUV-C,0,0,0,0,0,8980,24685,22631,17757,16537,Asia,90590
China,BMW,SUV,SUV,SUV-D,0,0,0,0,48690,120568,133407,182727,105725,117303,Asia,708420
China,BMW,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,55,2742,Asia,2797
China,BMW,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,63541,71003,Asia,134544
China,BMW,SUV,SUV,SUV-E,0,0,0,0,0,0,0,0,62319,94632,Asia,156951
China,Zinoro,Sedan/Hatchback,SUV,SUV-C,0,300,0,0,0,0,0,0,0,0,Asia,300
China,Zinoro,SUV,SUV,SUV-C,0,0,0,0,45,28,1,0,0,0,Asia,74
China,Zinoro,MPV,Unclassified,Unclassified,0,0,57,126,0,0,0,0,0,0,Asia,183
China,Mazda,Sedan/Hatchback,Passenger,Passenger B,787,110,0,0,0,0,0,0,0,0,Asia,897
China,Mazda,Sedan/Hatchback,Passenger,Passenger C,51018,104791,138406,141550,119378,97107,85660,91651,61023,48852,Asia,939436
China,Mazda,Sedan/Hatchback,Passenger,Passenger D,92933,75323,43295,51964,50684,45714,29037,17202,0,2092,Asia,408244
China,Mazda,Sedan/Hatchback,SUV,SUV-D,0,0,0,0,0,0,0,0,0,0,Asia,0
China,Mazda,Sedan/Hatchback,Unclassified,Unclassified,0,41,0,0,0,0,0,0,0,0,Asia,41
China,Mazda,SUV,SUV,SUV-C,0,0,0,0,0,0,18510,15882,10260,2915,Asia,47567
China,Mazda,SUV,SUV,SUV-C,51402,48397,50200,48721,42422,33435,33270,26603,16357,17569,Asia,368376
China,Mazda,SUV,SUV,SUV-D,0,0,41878,72359,63721,51445,51444,12875,0,1607,Asia,295329
China,Mazda,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,0,10752,Asia,10752
China,Mazda,SUV,SUV,SUV-D,5839,1947,1994,0,0,0,0,0,0,0,Asia,9780
China,Mazda,SUV,SUV,SUV-D,0,0,0,0,1125,1423,602,1128,1499,500,Asia,6277
China,Mazda,MPV,MPV,MPV,3531,2471,355,0,0,0,0,0,0,0,Asia,6357
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger A,36392,15342,10497,10738,876,690,0,0,0,0,Asia,74535
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger A,0,0,0,0,0,0,0,0,0,281838,Asia,281838
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger B,0,0,0,0,0,0,0,29682,206446,368646,Asia,604774
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger B,0,0,0,0,0,7472,1796,216,0,0,Asia,9484
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger C,2112,1521,0,0,0,0,0,0,0,0,Asia,3633
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger C,12765,17374,4661,513,0,0,0,0,0,0,Asia,35313
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger C,52928,10386,0,0,0,0,0,0,0,0,Asia,63314
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger C,3602,8375,20349,10220,6608,0,0,2222,6281,2618,Asia,60275
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger C,111305,138223,129844,124041,49688,18910,10311,30982,1458,0,Asia,614762
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger C,73173,60684,33421,13329,3147,0,0,0,0,0,Asia,183754
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger C,0,0,0,0,0,7334,19619,34263,17963,19574,Asia,98753
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger C,0,0,0,0,0,1654,2827,3955,5609,0,Asia,14045
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger D,8090,596,0,2896,0,0,0,0,0,0,Asia,11582
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger D,0,1583,15584,23641,46222,29177,99,1544,0,0,Asia,117850
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,0,0,62505,92298,Asia,154803
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,0,0,52079,130289,Asia,182368
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger D,14776,29714,33491,25288,58147,31803,11358,0,0,0,Asia,204577
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,0,170663,316507,457856,Asia,945026
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,8659,28780,70822,24649,34780,27779,Asia,195469
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger D,7702,254,0,0,0,0,0,0,0,0,Asia,7956
China,BYD Auto,Sedan/Hatchback,Passenger,Passenger E,0,0,0,0,0,0,40570,118291,276242,229796,Asia,664899
China,BYD Auto,SUV,SUV,SUV-C,0,0,0,0,0,5996,0,0,0,0,Asia,5996
China,BYD Auto,SUV,SUV,SUV-C,0,0,46020,23590,41979,61897,16121,41678,26704,16845,Asia,274834
China,BYD Auto,SUV,SUV,SUV-C,0,0,0,0,0,0,0,0,205075,413842,Asia,618917
China,BYD Auto,SUV,SUV,SUV-D,97422,18516,1948,0,0,0,0,0,0,0,Asia,117886
China,BYD Auto,SUV,SUV,SUV-D,7201,105453,65791,22369,1086,0,0,0,0,0,Asia,201900
China,BYD Auto,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,2300,69724,Asia,72024
China,BYD Auto,SUV,SUV,SUV-D,0,14284,99890,101917,85043,15286,180093,201599,485704,0,Asia,1183816
China,BYD Auto,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,0,10016,Asia,10016
China,BYD Auto,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,0,426357,Asia,426357
China,BYD Auto,SUV,SUV,SUV-D,0,0,0,0,0,92071,0,0,0,207158,Asia,299229
China,BYD Auto,SUV,SUV,SUV-D,0,18414,31447,14774,62139,76236,36811,55375,149690,137432,Asia,582318
China,BYD Auto,MPV,MPV,MPV,0,0,0,0,0,0,1201,10267,1654,164,Asia,13286
China,BYD Auto,MPV,MPV,MPV,6069,2837,992,454,15,0,0,0,0,0,Asia,10367
China,BYD Auto,MPV,MPV,MPV,0,153,10,0,0,0,0,0,3597,0,Asia,3760
China,BYD Auto,MPV,MPV,MPV,0,21,0,0,0,0,0,0,0,0,Asia,21
China,BYD Auto,MPV,MPV,MPV,0,0,0,31085,140971,67614,25409,12116,11130,1733,Asia,290058
China,BYD Auto,Mini Trucks (Chassis),Unclassified,Unclassified,0,0,0,0,20,0,0,0,0,0,Asia,20
China,BYD Auto,Light trucks,Unclassified,Unclassified,0,0,0,0,6399,16,314,3375,277,5930,Asia,16311
China,BYD Auto,Light Trucks (Chassis),Unclassified,Unclassified,0,0,0,0,151,209,355,290,135,205,Asia,1345
China,BYD Auto,Medium trucks,Unclassified,Unclassified,0,0,0,0,39,11,18,4,6,1,Asia,79
China,BYD Auto,Medium Trucks (Chassis),Unclassified,Unclassified,0,0,0,0,173,358,169,153,172,140,Asia,1165
China,BYD Auto,Heavy trucks,Unclassified,Unclassified,0,25,0,0,1161,2773,42,141,39,293,Asia,4474
China,BYD Auto,Heavy Trucks (Chassis),Unclassified,Unclassified,0,0,0,0,0,331,280,168,148,6,Asia,933
China,BYD Auto,Small Buses,Unclassified,Unclassified,0,0,0,531,4,0,532,1281,1116,284,Asia,3748
China,BYD Auto,Small Buses (Chassis),Unclassified,Unclassified,0,0,0,0,0,0,0,4,0,0,Asia,4
China,BYD Auto,Medium Buses,Unclassified,Unclassified,0,2583,2602,2103,3335,1834,2429,1024,1002,1212,Asia,18124
China,BYD Auto,Medium Buses (Chassis),Unclassified,Unclassified,0,0,0,0,46,87,31,836,405,333,Asia,1738
China,BYD Auto,Large Buses,Unclassified,Unclassified,0,2792,10676,10674,8916,3796,5744,1505,1161,1479,Asia,46743
China,BYD Auto,Large Buses (Chassis),Unclassified,Unclassified,0,0,0,0,389,600,389,1122,1186,1397,Asia,5083
China,BYD Auto,Semi Trailer,Unclassified,Unclassified,0,0,0,0,0,81,69,80,468,18,Asia,716
China,BYD Auto,Semi Trailer,Unclassified,Unclassified,0,0,0,0,26,57,263,55,0,271,Asia,672
China,Changsha BYD Bus,Medium Buses,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
China,Changsha BYD Bus,Large Buses,Unclassified,Unclassified,2522,0,0,0,0,0,0,0,0,0,Asia,2522
China,Guangzhou GAC BYD New Energy Bus,Small Buses,Unclassified,Unclassified,0,0,61,6,0,0,0,0,0,0,Asia,67
China,Guangzhou GAC BYD New Energy Bus,Medium Buses,Unclassified,Unclassified,0,0,52,1078,0,0,0,0,0,0,Asia,1130
China,Guangzhou GAC BYD New Energy Bus,Large Buses,Unclassified,Unclassified,0,0,265,469,0,0,0,0,0,0,Asia,734
China,Denza (2022-),SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,4,0,Asia,4
China,Denza (2022-),SUV,SUV,SUV-E,0,0,0,0,0,0,0,0,0,6440,Asia,6440
China,Denza (2022-),SUV,SUV,SUV-E,0,0,0,0,0,0,0,0,0,2380,Asia,2380
China,Denza (2022-),MPV,MPV,MPV,0,0,0,0,0,0,0,0,9830,120675,Asia,130505
China,Yangwang,SUV,SUV,SUV-E,0,0,0,0,0,0,0,0,0,2157,Asia,2157
China,FangChengBao,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,0,8045,Asia,8045
China,Volvo Cars (2011-),Sedan/Hatchback,Passenger,Passenger D,0,0,29916,28177,19213,17679,25474,27880,25949,23356,Asia,197644
China,Volvo Cars (2011-),Sedan/Hatchback,Passenger,Passenger E,4980,1831,0,0,0,0,0,0,0,0,Asia,6811
China,Volvo Cars (2011-),Sedan/Hatchback,Passenger,Passenger E,0,0,1342,27083,52312,48512,42321,43695,44178,47731,Asia,307174
China,Volvo Cars (2011-),SUV,SUV,SUV-C,0,0,0,0,0,0,0,0,1137,1034,Asia,2171
China,Volvo Cars (2011-),SUV,SUV,SUV-C,0,0,0,0,0,0,22630,11242,16283,13106,Asia,63261
China,Volvo Cars (2011-),SUV,SUV,SUV-D,0,0,37024,38520,98030,95716,97210,89418,94187,108208,Asia,658313
China,Volvo Cars (2011-),MPV,SUV,SUV-E,0,0,96,0,0,0,0,0,0,0,Asia,96
China,Geely,Sedan/Hatchback,Passenger,Passenger A,28054,23088,7165,1084,0,0,0,0,0,0,Asia,59391
China,Geely,Sedan/Hatchback,Passenger,Passenger A,0,0,0,0,0,0,0,0,0,115202,Asia,115202
China,Geely,Sedan/Hatchback,Passenger,Passenger C,17987,10665,0,0,0,0,0,0,0,0,Asia,28652
China,Geely,Sedan/Hatchback,Passenger,Passenger C,82491,55770,63524,36036,15190,0,0,0,0,0,Asia,253011
China,Geely,Sedan/Hatchback,Passenger,Passenger C,38669,121145,140638,147849,137019,82081,48750,0,0,0,Asia,716151
China,Geely,Sedan/Hatchback,Passenger,Passenger C,25809,4473,0,0,0,0,0,0,0,0,Asia,30282
China,Geely,Sedan/Hatchback,Passenger,Passenger C,0,0,0,0,0,0,0,0,0,0,Asia,0
China,Geely,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,33604,84058,72923,52883,60111,33712,Asia,337291
China,Geely,Sedan/Hatchback,Passenger,Passenger D,0,32776,52569,41590,19662,5650,17485,14613,3769,0,Asia,188114
China,Geely,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,25299,18729,3294,2091,430,0,Asia,49843
China,Geely,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,0,0,0,14621,Asia,14621
China,Geely,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,21900,132512,111180,121177,Asia,386769
China,Geely,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,0,0,0,3249,Asia,3249
China,Geely,SUV,SUV,SUV-B,0,0,0,21832,10555,2,0,0,0,0,Asia,32389
China,Geely,SUV,SUV,SUV-C,0,0,0,0,23363,138564,127237,147040,188280,189009,Asia,813493
China,Geely,SUV,SUV,SUV-C,0,0,111539,292004,248845,239295,237632,222662,120788,81412,Asia,1554177
China,Geely,SUV,SUV,SUV-C,0,0,0,0,0,0,33058,14958,23614,19965,Asia,91595
China,Geely,SUV,SUV,SUV-C,0,0,0,18555,60594,25918,0,0,0,0,Asia,105067
China,Geely,SUV,SUV,SUV-C,0,0,52087,131561,106055,0,0,0,0,0,Asia,289703
China,Geely,SUV,SUV,SUV-C,0,0,0,34110,114984,98137,68140,52621,7036,0,Asia,375028
China,Geely,SUV,SUV,SUV-C,0,0,0,0,0,83615,84169,40572,36361,8267,Asia,252984
China,Geely,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,35144,137237,Asia,172381
China,Geely,SUV,SUV,SUV-D,0,0,0,0,0,0,37426,38430,34974,44267,Asia,155097
China,Geely,SUV,SUV,SUV-D,0,0,0,0,0,25031,25226,515,21,0,Asia,50793
China,Geely,SUV,SUV,SUV-D,0,0,0,0,0,0,0,54812,132321,183339,Asia,370472
China,Geely,SUV,SUV,SUV-D,0,0,0,0,0,0,0,22679,17379,23274,Asia,63332
China,Geely,MPV,MPV,MPV,0,0,0,0,0,34613,28830,11889,7237,1857,Asia,84426
China,Geely Galaxy,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,0,0,0,22152,Asia,22152
China,Geely Galaxy,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,0,66247,Asia,66247
China,Polestar,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,0,0,0,57274,Asia,57274
China,Geometry,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,12688,5025,15291,53705,20447,Asia,107156
China,Geometry,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,0,0,3947,6540,Asia,10487
China,Geometry,SUV,SUV,SUV-B,0,0,0,0,0,0,0,0,30103,36403,Asia,66506
China,Geometry,SUV,SUV,SUV-B,0,0,0,0,0,0,0,3485,7014,0,Asia,10499
China,Geometry,SUV,SUV,SUV-C,0,0,0,0,0,0,5280,10888,25151,10559,Asia,51878
China,Geometry,SUV,SUV,SUV-C,0,0,0,0,0,0,0,0,3896,1387,Asia,5283
China,Emgrand,Sedan/Hatchback,Passenger,Passenger D,0,0,17181,0,0,0,0,0,0,0,Asia,17181
China,Emgrand,Sedan/Hatchback,Passenger,Passenger D,0,0,30488,128277,144182,80787,0,0,0,0,Asia,383734
China,Emgrand,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,0,0,8684,0,Asia,8684
China,Emgrand,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,0,0,23331,3945,Asia,27276
China,Emgrand,Sedan/Hatchback,Unclassified,Unclassified,168698,208930,227440,264297,243362,217140,228903,211143,178373,190635,Asia,2138921
China,Emgrand,SUV,SUV,SUV-C,0,0,61224,156257,151574,114936,94247,48618,29439,1500,Asia,657795
China,Gleagle,Sedan/Hatchback,Passenger,Passenger C,0,0,0,0,0,0,0,0,0,0,Asia,0
China,Gleagle,SUV,SUV,SUV-C,64649,58203,14733,0,0,0,0,0,0,0,Asia,137585
China,Gleagle,SUV,Unclassified,Unclassified,0,0,0,0,3068,0,0,0,0,0,Asia,3068
China,KANDI,Sedan/Hatchback,Passenger,Passenger A,0,12796,2523,573,0,0,0,0,0,0,Asia,15892
China,KANDI,Sedan/Hatchback,Passenger,Passenger A,0,0,0,702,0,0,0,0,0,0,Asia,702
China,KANDI,Sedan/Hatchback,Passenger,Passenger A,0,0,1507,9339,1203,0,0,0,0,0,Asia,12049
China,KANDI,Sedan/Hatchback,Passenger,Passenger A,0,0,0,0,400,0,0,0,0,0,Asia,400
China,KANDI,Sedan/Hatchback,Passenger,Passenger B,0,1960,6851,4118,600,0,0,0,0,0,Asia,13529
China,KANDI,Sedan/Hatchback,Passenger,Passenger B,0,0,0,0,1699,0,0,0,0,0,Asia,1699
China,Englon,Sedan/Hatchback,Passenger,Passenger C,0,0,0,0,0,0,0,0,0,0,Asia,0
China,Englon,Sedan/Hatchback,Passenger,Passenger C,0,0,0,0,0,0,0,0,0,0,Asia,0
China,Englon,Sedan/Hatchback,Passenger,Passenger D,2788,1804,1300,888,0,0,0,0,0,0,Asia,6780
China,Englon,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,0,0,Asia,0
China,Geely Sichuan Commercial Vehicle,Light trucks,Unclassified,Unclassified,0,0,793,5287,4679,6893,4187,17398,37225,51878,Asia,128340
China,Geely Sichuan Commercial Vehicle,Medium trucks,Unclassified,Unclassified,0,0,526,545,34,54,122,121,3,2,Asia,1407
China,Geely Sichuan Commercial Vehicle,Heavy trucks,Unclassified,Unclassified,0,0,164,91,8,100,353,1036,261,476,Asia,2489
China,Geely Sichuan Commercial Vehicle,Small Buses,Unclassified,Unclassified,0,0,442,12,0,0,0,0,102,44,Asia,600
China,Geely Sichuan Commercial Vehicle,Small Buses (Chassis),Unclassified,Unclassified,0,0,105,39,0,0,0,0,0,0,Asia,144
China,Geely Sichuan Commercial Vehicle,Medium Buses,Unclassified,Unclassified,0,0,0,0,0,95,223,358,427,2235,Asia,3338
China,Geely Sichuan Commercial Vehicle,Medium Buses (Chassis),Unclassified,Unclassified,0,0,24,2,0,0,0,0,0,0,Asia,26
China,Geely Sichuan Commercial Vehicle,Large Buses,Unclassified,Unclassified,0,0,0,80,97,407,784,453,689,152,Asia,2662
China,Geely Sichuan Commercial Vehicle,Semi Trailer,Unclassified,Unclassified,0,0,0,0,0,0,0,0,345,2021,Asia,2366
China,Livan Automotive,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,0,0,0,2153,Asia,2153
China,Livan Automotive,SUV,SUV,SUV-C,0,0,0,0,0,0,0,0,18480,16052,Asia,34532
China,Livan Automotive,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,0,3600,Asia,3600
China,Livan Automotive,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,2292,734,Asia,3026
China,Livan Automotive,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,0,3312,Asia,3312
China,Maple,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,0,0,20612,7439,Asia,28051
China,Maple,SUV,SUV,SUV-C,0,0,0,0,0,0,2376,304,0,0,Asia,2680
China,Maple,MPV,MPV,MPV,0,0,0,0,0,0,348,4553,19425,1761,Asia,26087
China,OuLing Automotiv (2021-),Mini trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,13931,5541,14113,Asia,33585
China,OuLing Automotiv (2021-),Light trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,10127,6100,8136,Asia,24363
China,ZD,Sedan/Hatchback,Passenger,Passenger A,0,17581,11224,600,0,0,0,0,0,0,Asia,29405
China,ZD,Sedan/Hatchback,Passenger,Passenger A,0,7814,9091,42569,14653,0,0,0,0,0,Asia,74127
China,ZD,Sedan/Hatchback,Passenger,Passenger A,0,0,0,117,456,0,0,0,0,0,Asia,573
China,ZD,Sedan/Hatchback,Passenger,Passenger A,0,0,0,0,0,2095,197,0,0,0,Asia,2292
China,ZEEKR,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,0,0,0,0,0,857,Asia,857
China,ZEEKR,Sedan/Hatchback,Passenger,Passenger E,0,0,0,0,0,0,0,6190,72062,78459,Asia,156711
China,ZEEKR,SUV,SUV,SUV-C,0,0,0,0,0,0,0,0,0,24219,Asia,24219
China,ZEEKR,MPV,MPV,MPV,0,0,0,0,0,0,0,0,0,19542,Asia,19542
China,Jiangxi Geely New Energy Commercial Vehicles,Light trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,136,8960,21825,Asia,30921
China,Jiangxi Geely New Energy Commercial Vehicles,Medium trucks,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,178,Asia,178
China,Jiyue,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,0,4045,Asia,4045
China,LEVC,MPV,Passenger,Passenger D,0,0,0,0,0,0,0,0,0,560,Asia,560
China,LYNK & CO,Sedan/Hatchback,Passenger,Passenger D,0,0,0,0,9453,55005,69402,75654,54205,71924,Asia,335643
China,LYNK & CO,SUV,SUV,SUV-C,0,0,0,6524,0,0,0,0,0,0,Asia,6524
China,LYNK & CO,SUV,SUV,SUV-C,0,0,0,0,89133,54589,31120,51152,60143,31482,Asia,317619
China,LYNK & CO,SUV,SUV,SUV-C,0,0,0,0,24921,21301,21820,12623,8059,0,Asia,88724
China,LYNK & CO,SUV,SUV,SUV-C,0,0,0,0,0,0,20860,52617,48386,77749,Asia,199612
China,LYNK & CO,SUV,SUV,SUV-D,0,0,0,0,0,0,33517,23380,9756,5120,Asia,71773
China,LYNK & CO,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,0,33838,Asia,33838
China,LYNK & CO,SUV,SUV,SUV-D,0,0,0,0,0,0,0,3657,24166,14615,Asia,42438
China,Lotus (2017-),Sedan/Hatchback,Passenger,Passenger A,0,0,0,0,308,0,0,0,0,0,Asia,308
China,Mitsubishi,Sedan/Hatchback,Passenger,Passenger C,300,0,0,0,0,0,0,0,0,0,Asia,300
China,Mitsubishi,Sedan/Hatchback,Passenger,Passenger C,5778,2313,1189,2622,0,0,0,0,0,0,Asia,11902
China,Mitsubishi,Sedan/Hatchback,Passenger,Passenger C,3777,1709,299,2,0,0,0,0,0,0,Asia,5787
China,Mitsubishi,Sedan/Hatchback,Passenger,Passenger C,225,27,0,0,0,0,0,0,0,0,Asia,252
China,Mitsubishi,Sedan/Hatchback,Passenger,Passenger D,87,475,0,0,0,0,0,0,0,0,Asia,562
China,Mitsubishi,SUV,SUV,SUV-C,0,0,0,0,11521,22398,7808,2651,1429,0,Asia,45807
China,Mitsubishi,SUV,SUV,SUV-C,0,0,0,0,3312,1430,0,0,0,0,Asia,4742
China,Mitsubishi,SUV,SUV,SUV-C,58183,51781,33262,29557,29052,20018,9336,5233,2530,0,Asia,238952
China,Mitsubishi,SUV,SUV,SUV-D,0,0,0,0,0,0,0,1,866,1,Asia,868
China,Mitsubishi,SUV,SUV,SUV-D,0,0,18678,89962,103115,84155,58952,53221,30717,3368,Asia,442168
China,Mitsubishi,SUV,SUV,SUV-D,5953,4585,4726,2341,0,0,0,0,0,0,Asia,17605
China,Mitsubishi,SUV,SUV,SUV-E,2582,0,0,0,0,0,0,0,0,0,Asia,2582
China,Mitsubishi,SUV,MPV,MPV,429,579,1,0,0,0,0,0,0,0,Asia,1009
China,Haval,SUV,SUV,SUV-B,13168,75490,68708,17441,6250,3122,3347,200,0,0,Asia,187726
China,Haval,SUV,SUV,SUV-B,51194,172184,202845,210349,105363,38942,10940,1960,0,0,Asia,793777
China,Haval,SUV,SUV,SUV-C,0,0,0,0,0,0,0,0,9447,1710,Asia,11157
China,Haval,SUV,SUV,SUV-C,0,0,0,0,0,0,0,31630,28554,2852,Asia,63036
China,Haval,SUV,SUV,SUV-C,0,0,0,0,0,0,0,71357,50746,102713,Asia,224816
China,Haval,SUV,SUV,SUV-C,0,0,0,0,24705,27714,12583,0,0,0,Asia,65002
China,Haval,SUV,SUV,SUV-C,0,0,0,0,42716,27501,10784,0,0,0,Asia,81001
China,Haval,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,0,30631,Asia,30631
China,Haval,SUV,SUV,SUV-D,0,0,0,0,0,0,29322,100669,99897,170057,Asia,399945
China,Haval,SUV,SUV,SUV-D,0,0,0,0,18139,143041,113874,56885,12713,37560,Asia,382212
China,Haval,SUV,SUV,SUV-D,45738,23478,23515,15402,7894,3189,2822,572,0,7504,Asia,130114
China,Haval,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,11318,5659,Asia,16977
China,Haval,SUV,SUV,SUV-D,315821,379901,590804,483481,447582,386657,370697,365930,281447,260300,Asia,3882620
China,Haval,SUV,SUV,SUV-D,0,0,51741,35230,21044,12861,6760,529,0,0,Asia,128165
China,Haval,SUV,SUV,SUV-D,0,0,0,36484,73464,126711,155933,111102,79936,80449,Asia,664079
China,Haval,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,0,17217,Asia,17217
China,Haval,SUV,SUV,SUV-D,0,0,0,0,0,0,0,6768,49083,5139,Asia,60990
China,Haval,SUV,SUV,SUV-E,0,9316,7697,7886,721,0,0,0,0,0,Asia,25620
China,Haval,SUV,SUV,SUV-E,5476,14100,11796,14144,14290,13862,21357,18358,16391,8798,Asia,138572
China,Haval,SUV,SUV,SUV-E,0,0,1,0,0,0,0,0,0,0,Asia,1
China,Haval,SUV,Unclassified,Unclassified,0,0,0,0,0,0,0,0,0,0,Asia,0
China,GreatWall (GW),Sedan/Hatchback,Passenger,Passenger C,1659,92,0,0,0,0,0,0,0,0,Asia,1751
China,GreatWall (GW),Sedan/Hatchback,Passenger,Passenger C,49734,35608,28130,12243,6097,3653,1041,0,0,0,Asia,136506
China,GreatWall (GW),Sedan/Hatchback,Passenger,Passenger C,37323,20668,3200,0,0,0,0,0,0,0,Asia,61191
China,GreatWall (GW),SUV,SUV,SUV-C,89745,35990,0,0,0,0,0,0,0,0,Asia,125735
China,GreatWall (GW),MPV,MPV,MPV,165,0,0,0,0,0,0,0,0,0,Asia,165
China,GreatWall (GW),Light trucks,Unclassified,Unclassified,120547,102765,105923,121474,141421,153925,223555,223144,194344,205572,Asia,1592670
China,WEY,SUV,SUV,SUV-C,0,0,0,0,0,0,0,5470,2615,0,Asia,8085
China,WEY,SUV,SUV,SUV-C,0,0,0,33798,62705,24446,19744,6208,0,0,Asia,146901
China,WEY,SUV,SUV,SUV-D,0,0,0,0,0,0,0,0,0,31071,Asia,31071
China,WEY,SUV,SUV,SUV-D,0,0,0,0,0,0,0,2773,20512,3802,Asia,27087
